31.4587,-0.05
31.4613,-0.05
31.4638,-0.05
31.4662,-0.05
31.4688,-0.05
31.4713,-0.05
31.4737,-0.05
31.4762,0.13
31.4788,0.21
31.4813,0.38
31.4837,0.47
31.4862,0.47
31.4888,0.47
31.4912,0.47
31.4937,0.47
31.4963,0.47
31.4988,0.38
31.5012,0.38
31.5037,0.47
31.5063,0.47
31.5088,0.38
31.5112,0.38
31.5138,0.38
31.5163,0.3
31.5187,0.3
31.5212,0.3
31.5238,0.38
31.5263,0.3
31.5287,0.3
31.5313,0.21
31.5338,0.21
31.5362,0.13
31.5387,0.13
31.5413,0.13
31.5438,0.21
31.5462,0.13
31.5487,0.21
31.5513,0.13
31.5537,0.13
31.5562,0.13
31.5588,0.13
31.5613,0.04
31.5637,0.04
31.5662,0.04
31.5688,0.04
31.5713,0.04
31.5737,0.04
31.5763,0.04
31.5788,0.04
31.5812,0.13
31.5837,0.13
31.5863,0.21
31.5888,0.3
31.5912,0.3
31.5938,0.21
31.5963,0.3
31.5987,0.3
31.6012,0.3
31.6038,0.38
31.6063,0.56
31.6087,0.64
31.6112,0.73
31.6138,0.73
31.6162,0.73
31.6187,0.81
31.6213,0.89
31.6238,0.89
31.6262,0.89
31.6287,1.06
31.6313,1.06
31.6338,1.24
31.6362,1.24
31.6388,1.41
31.6413,1.49
31.6437,1.67
31.6462,1.67
31.6488,1.67
31.6513,1.41
31.6537,1.32
31.6563,1.32
31.6588,1.32
31.6612,1.32
31.6637,1.24
31.6663,1.24
31.6688,1.24
31.6712,1.15
31.6737,1.15
31.6763,1.15
31.6787,1.15
31.6812,1.15
31.6838,1.15
31.6863,1.24
31.6887,1.15
31.6912,1.15
31.6938,1.06
31.6963,0.98
31.6987,0.89
31.7013,0.81
31.7038,0.73
31.7062,0.73
31.7087,0.64
31.7113,0.56
31.7138,0.56
31.7162,0.56
31.7188,0.47
31.7213,0.47
31.7237,0.47
31.7262,0.38
31.7288,0.38
31.7313,0.38
31.7337,0.3
31.7362,0.3
31.7388,0.3
31.7412,0.3
31.7437,0.3
31.7463,0.21
31.7488,0.21
31.7512,0.13
31.7537,0.13
31.7563,0.13
31.7588,0.13
31.7612,0.13
31.7638,0.21
31.7663,0.21
31.7687,0.21
31.7712,0.21
31.7738,0.21
31.7763,0.21
31.7787,0.3
31.7813,0.3
31.7838,0.3
31.7862,0.3
31.7887,0.3
31.7913,0.3
31.7938,0.3
31.7962,0.3
31.7987,0.3
31.8013,0.21
31.8037,0.21
31.8062,0.21
31.8088,0.21
31.8113,0.21
31.8137,0.21
31.8162,0.21
31.8188,0.21
31.8213,0.21
31.8237,0.3
31.8263,0.3
31.8288,0.21
31.8312,0.21
31.8337,0.21
31.8363,0.21
31.8388,0.13
31.8412,0.13
31.8438,0.13
31.8463,0.13
31.8487,0.13
31.8512,0.21
31.8538,0.21
31.8563,0.21
31.8587,0.21
31.8612,0.13
31.8638,0.21
31.8662,0.21
31.8687,0.21
31.8713,0.21
31.8738,0.21
31.8762,0.21
31.8787,0.21
31.8813,0.21
31.8838,0.21
31.8862,0.21
31.8888,0.21
31.8913,0.21
31.8937,0.21
31.8962,0.21
31.8988,0.21
31.9013,0.21
31.9037,0.13
31.9063,0.13
31.9088,0.13
31.9112,0.13
31.9137,0.13
31.9163,0.13
31.9188,0.04
31.9212,0.13
31.9237,0.04
31.9263,0.04
31.9287,0.04
31.9312,-0.05
31.9338,0.04
31.9363,0.04
31.9387,-0.05
31.9412,-0.05
31.9438,-0.05
31.9463,-0.05
31.9487,-0.05
31.9513,-0.13
31.9538,-0.13
31.9562,-0.13
31.9587,-0.13
31.9613,-0.13
31.9638,-0.13
31.9662,-0.13
31.9688,-0.13
31.9713,-0.13
31.9737,-0.13
31.9762,-0.13
31.9788,-0.22
31.9813,-0.22
31.9837,-0.22
31.9862,-0.22
31.9888,-0.22
31.9912,-0.22
31.9937,-0.13
31.9963,-0.13
31.9988,-0.13
32.0013,-0.13
32.0037,-0.22
32.0062,-0.13
32.0088,-0.13
32.0112,-0.13
32.0137,-0.13
32.0163,-0.05
32.0187,-0.13
32.0213,-0.05
32.0238,-0.05
32.0262,-0.13
32.0288,-0.13
32.0313,-0.13
32.0337,-0.22
32.0363,-0.22
32.0387,-0.3
32.0412,-0.3
32.0438,-0.3
32.0462,-0.3
32.0488,-0.22
32.0513,-0.22
32.0537,-0.22
32.0563,-0.22
32.0588,-0.22
32.0612,-0.22
32.0638,-0.13
32.0662,-0.13
32.0687,-0.13
32.0713,-0.13
32.0737,-0.13
32.0762,-0.13
32.0788,-0.13
32.0812,-0.13
32.0838,-0.13
32.0863,-0.22
32.0887,-0.13
32.0913,-0.13
32.0938,-0.13
32.0962,-0.13
32.0988,-0.13
32.1012,-0.13
32.1037,-0.13
32.1063,-0.13
32.1087,-0.13
32.1113,-0.13
32.1138,-0.13
32.1162,-0.13
32.1188,-0.13
32.1213,-0.22
32.1237,-0.13
32.1263,-0.13
32.1287,-0.13
32.1312,-0.05
32.1338,-0.05
32.1362,-0.05
32.1387,-0.13
32.1413,-0.13
32.1437,-0.13
32.1463,-0.13
32.1488,-0.13
32.1512,-0.22
32.1538,-0.13
32.1563,-0.13
32.1587,-0.13
32.1613,-0.13
32.1637,-0.13
32.1662,-0.13
32.1688,-0.13
32.1712,-0.13
32.1738,-0.05
32.1763,-0.05
32.1787,-0.05
32.1813,-0.05
32.1838,-0.05
32.1862,-0.05
32.1888,-0.05
32.1912,-0.05
32.1937,-0.13
32.1963,-0.13
32.1987,-0.05
32.2012,-0.13
32.2038,-0.13
32.2062,-0.13
32.2088,-0.13
32.2113,-0.22
32.2137,-0.22
32.2163,-0.22
32.2188,-0.22
32.2212,-0.22
32.2238,-0.13
32.2262,-0.13
32.2287,-0.05
32.2313,-0.13
32.2337,-0.13
32.2363,-0.13
32.2388,-0.13
32.2412,-0.05
32.2438,-0.05
32.2463,-0.05
32.2487,-0.05
32.2513,-0.05
32.2537,0.04
32.2562,-0.05
32.2588,-0.05
32.2612,0.04
32.2637,0.04
32.2663,0.04
32.2687,0.04
32.2713,0.04
32.2738,-0.05
32.2762,-0.05
32.2788,-0.05
32.2813,-0.05
32.2837,-0.13
32.2863,-0.13
32.2887,-0.13
32.2912,-0.05
32.2938,-0.05
32.2962,-0.13
32.2988,-0.13
32.3013,-0.05
32.3037,-0.05
32.3063,-0.05
32.3088,-0.05
32.3112,-0.05
32.3138,-0.05
32.3162,0.04
32.3187,0.04
32.3213,-0.05
32.3237,-0.05
32.3262,0.04
32.3288,-0.05
32.3312,-0.05
32.3338,-0.05
32.3363,-0.05
32.3387,-0.05
32.3413,0.04
32.3438,-0.05
32.3462,-0.05
32.3488,-0.05
32.3512,-0.05
32.3537,-0.13
32.3563,-0.13
32.3587,-0.13
32.3613,-0.05
32.3638,-0.05
32.3662,0.04
32.3688,-0.05
32.3713,0.04
32.3737,0.04
32.3763,-0.05
32.3787,-0.05
32.3812,-0.05
32.3838,-0.05
32.3862,-0.05
32.3887,-0.05
32.3913,-0.13
32.3937,-0.13
32.3963,-0.13
32.3988,-0.13
32.4012,-0.13
32.4038,-0.13
32.4063,-0.13
32.4087,-0.22
32.4113,-0.22
32.4137,-0.22
32.4162,-0.22
32.4188,-0.13
32.4212,-0.13
32.4238,-0.13
32.4263,-0.13
32.4287,-0.13
32.4313,-0.13
32.4338,-0.13
32.4362,-0.13
32.4388,-0.13
32.4412,-0.13
32.4437,-0.05
32.4463,-0.05
32.4487,-0.13
32.4512,-0.13
32.4538,-0.13
32.4562,-0.13
32.4588,-0.05
32.4613,-0.05
32.4637,-0.05
32.4663,-0.05
32.4688,-0.05
32.4712,-0.05
32.4738,-0.05
32.4762,-0.05
32.4787,-0.05
32.4813,-0.05
32.4837,-0.05
32.4863,-0.05
32.4888,-0.13
32.4912,-0.13
32.4938,-0.13
32.4963,-0.13
32.4987,-0.13
32.5013,-0.13
32.5037,-0.13
32.5062,-0.13
32.5088,-0.05
32.5112,-0.13
32.5137,-0.13
32.5163,-0.13
32.5187,-0.13
32.5213,-0.13
32.5238,-0.05
32.5262,-0.13
32.5288,-0.13
32.5313,-0.13
32.5337,-0.13
32.5363,-0.13
32.5387,-0.13
32.5412,-0.13
32.5438,-0.13
32.5462,-0.13
32.5488,-0.13
32.5513,-0.13
32.5537,-0.13
32.5563,-0.13
32.5588,-0.22
32.5612,-0.22
32.5638,-0.13
32.5662,-0.13
32.5687,-0.13
32.5713,-0.05
32.5737,-0.05
32.5762,-0.05
32.5788,-0.13
32.5812,-0.13
32.5838,-0.13
32.5863,-0.13
32.5887,-0.13
32.5913,-0.13
32.5938,-0.13
32.5962,-0.05
32.5988,-0.13
32.6012,-0.05
32.6037,-0.05
32.6063,-0.05
32.6087,-0.05
32.6113,-0.05
32.6138,0.04
32.6162,-0.05
32.6188,-0.05
32.6213,-0.05
32.6237,-0.05
32.6263,-0.05
32.6287,0.04
32.6312,-0.05
32.6338,-0.05
32.6362,-0.05
32.6387,-0.05
32.6413,-0.05
32.6437,-0.05
32.6463,-0.05
32.6488,-0.05
32.6512,-0.05
32.6538,-0.05
32.6563,-0.05
32.6587,-0.05
32.6613,-0.05
32.6637,-0.05
32.6662,-0.05
32.6688,-0.05
32.6712,-0.05
32.6738,-0.05
32.6763,0.04
32.6787,0.04
32.6813,0.04
32.6838,0.04
32.6862,0.04
32.6888,0.04
32.6912,0.04
32.6937,0.04
32.6963,0.04
32.6987,0.04
32.7012,0.04
32.7038,-0.05
32.7062,-0.05
32.7088,-0.05
32.7113,-0.13
32.7137,-0.13
32.7163,-0.13
32.7188,-0.13
32.7212,-0.05
32.7238,-0.05
32.7262,-0.05
32.7287,-0.05
32.7313,-0.05
32.7337,-0.05
32.7363,-0.05
32.7388,-0.05
32.7412,-0.13
32.7438,-0.05
32.7463,-0.13
32.7487,-0.13
32.7513,-0.05
32.7537,-0.05
32.7562,-0.13
32.7588,-0.13
32.7612,-0.13
32.7637,-0.22
32.7663,-0.13
32.7687,-0.05
32.7713,-0.13
32.7738,-0.05
32.7762,-0.13
32.7788,-0.13
32.7813,-0.13
32.7837,-0.13
32.7863,-0.13
32.7887,-0.05
32.7912,-0.05
32.7938,-0.05
32.7962,-0.13
32.7988,-0.13
32.8013,-0.13
32.8037,-0.22
32.8063,-0.13
32.8088,-0.13
32.8112,-0.22
32.8138,-0.13
32.8162,-0.13
32.8187,-0.13
32.8213,-0.05
32.8237,-0.05
32.8262,-0.05
32.8288,-0.05
32.8312,-0.05
32.8338,-0.05
32.8363,-0.13
32.8387,-0.05
32.8413,-0.05
32.8438,-0.05
32.8462,-0.13
32.8488,-0.05
32.8512,-0.05
32.8537,-0.05
32.8563,-0.05
32.8587,-0.13
32.8613,-0.13
32.8638,-0.13
32.8662,-0.13
32.8688,-0.13
32.8713,-0.13
32.8737,-0.13
32.8763,-0.05
32.8787,-0.13
32.8812,-0.13
32.8838,-0.13
32.8862,-0.13
32.8887,-0.13
32.8913,-0.13
32.8937,-0.13
32.8963,-0.22
32.8988,-0.22
32.9012,-0.22
32.9038,-0.22
32.9063,-0.22
32.9087,-0.22
32.9113,-0.13
32.9137,-0.13
32.9162,-0.13
32.9188,-0.13
32.9212,-0.13
32.9238,-0.13
32.9263,-0.13
32.9287,-0.13
32.9313,-0.13
32.9338,-0.13
32.9362,-0.05
32.9388,-0.05
32.9412,-0.05
32.9437,-0.05
32.9463,-0.05
32.9487,-0.05
32.9512,-0.05
32.9538,-0.13
32.9562,-0.05
32.9588,-0.05
32.9613,-0.05
32.9637,-0.13
32.9663,-0.13
32.9688,-0.05
32.9712,-0.05
32.9738,-0.13
32.9762,-0.13
32.9787,-0.13
32.9813,-0.05
32.9837,-0.05
32.9863,-0.05
32.9888,-0.13
32.9912,-0.13
32.9938,-0.13
32.9963,-0.13
32.9987,-0.13
33.0013,-0.13
33.0037,-0.13
33.0062,-0.13
33.0088,-0.13
33.0112,-0.13
33.0137,-0.13
33.0163,-0.13
33.0187,-0.13
33.0213,-0.13
33.0238,-0.13
33.0262,-0.13
33.0288,-0.13
33.0313,-0.13
33.0337,-0.13
33.0363,-0.05
33.0387,-0.05
33.0412,-0.05
33.0438,-0.05
33.0462,-0.05
33.0488,-0.13
33.0513,-0.13
33.0537,-0.13
33.0563,-0.13
33.0588,-0.13
33.0612,-0.13
33.0638,-0.13
33.0662,-0.13
33.0687,-0.13
33.0713,-0.13
33.0737,-0.13
33.0762,-0.05
33.0788,-0.05
33.0812,-0.13
33.0838,-0.13
33.0863,-0.05
33.0887,-0.05
33.0913,-0.05
33.0938,-0.05
33.0962,-0.13
33.0988,-0.05
33.1012,-0.05
33.1037,-0.05
33.1063,-0.05
33.1087,-0.05
33.1113,-0.05
33.1138,-0.05
33.1162,-0.05
33.1188,-0.05
33.1213,-0.05
33.1237,-0.05
33.1263,-0.05
33.1287,-0.05
33.1312,-0.05
33.1338,-0.05
33.1362,-0.05
33.1387,-0.05
33.1413,-0.05
33.1437,-0.05
33.1463,-0.05
33.1488,-0.05
33.1512,-0.05
33.1538,0.04
33.1563,-0.05
33.1587,-0.05
33.1613,-0.05
33.1637,-0.05
33.1662,-0.05
33.1688,-0.05
33.1712,-0.13
33.1738,-0.13
33.1763,-0.13
33.1787,-0.05
33.1813,-0.13
33.1838,-0.13
33.1862,-0.13
33.1888,-0.05
33.1912,-0.13
33.1937,-0.13
33.1963,-0.05
33.1987,-0.13
33.2012,-0.05
33.2038,-0.05
33.2062,0.04
33.2088,-0.05
33.2113,-0.05
33.2137,-0.05
33.2163,-0.13
33.2188,-0.05
33.2212,-0.05
33.2238,-0.13
33.2262,-0.05
33.2287,-0.05
33.2313,-0.05
33.2337,-0.05
33.2363,-0.05
33.2388,-0.05
33.2412,-0.05
33.2438,-0.05
33.2463,-0.13
33.2487,-0.13
33.2513,-0.05
33.2537,-0.05
33.2562,-0.05
33.2588,-0.05
33.2612,-0.13
33.2637,-0.05
33.2663,-0.05
33.2687,-0.05
33.2713,-0.05
33.2738,-0.05
33.2762,-0.05
33.2788,-0.05
33.2813,-0.05
33.2837,-0.05
33.2863,-0.05
33.2887,-0.05
33.2912,-0.05
33.2938,-0.05
33.2962,-0.05
33.2988,-0.05
33.3013,-0.05
33.3037,-0.05
33.3063,-0.05
33.3088,-0.05
33.3112,-0.05
33.3138,0.04
33.3162,0.04
33.3187,0.04
33.3213,-0.05
33.3237,-0.05
33.3262,-0.05
33.3288,-0.05
33.3312,0.04
33.3338,-0.05
33.3363,-0.05
33.3387,0.04
33.3413,0.04
33.3438,-0.05
33.3462,-0.05
33.3488,0.04
33.3512,0.04
33.3537,-0.05
33.3563,-0.05
33.3587,-0.05
33.3613,-0.13
33.3638,-0.13
33.3662,-0.05
33.3688,-0.05
33.3713,-0.05
33.3737,-0.05
33.3763,-0.05
33.3787,-0.05
33.3812,-0.05
33.3838,0.04
33.3862,-0.05
33.3887,-0.05
33.3913,-0.05
33.3937,-0.13
33.3963,-0.13
33.3988,-0.22
33.4012,-0.13
33.4038,-0.13
33.4063,-0.13
33.4087,-0.13
33.4113,-0.05
33.4137,-0.13
33.4162,-0.05
33.4188,-0.05
33.4212,-0.05
33.4238,-0.05
33.4263,-0.05
33.4287,-0.05
33.4313,-0.05
33.4338,-0.05
33.4362,0.04
33.4388,-0.05
33.4412,0.04
33.4437,0.04
33.4463,0.04
33.4487,0.04
33.4512,0.04
33.4538,-0.05
33.4562,-0.05
33.4588,-0.05
33.4613,0.04
33.4637,0.04
33.4663,-0.05
33.4688,-0.05
33.4712,-0.05
33.4738,-0.13
33.4762,-0.05
33.4787,-0.05
33.4813,-0.13
33.4837,-0.05
33.4863,-0.05
33.4888,-0.13
33.4912,-0.05
33.4938,-0.05
33.4963,-0.05
33.4987,-0.05
33.5013,-0.05
33.5037,-0.05
33.5062,-0.05
33.5088,-0.05
33.5112,-0.05
33.5137,-0.13
33.5163,-0.05
33.5187,-0.05
33.5213,-0.05
33.5238,-0.05
33.5262,-0.13
33.5288,-0.13
33.5313,-0.05
33.5337,-0.05
33.5363,-0.05
33.5387,-0.05
33.5412,-0.05
33.5438,-0.05
33.5462,-0.05
33.5488,-0.13
33.5513,-0.13
33.5537,-0.05
33.5563,-0.13
33.5588,-0.05
33.5612,-0.05
33.5638,-0.05
33.5662,0.04
33.5687,0.04
33.5713,0.04
33.5737,-0.05
33.5762,-0.05
33.5788,0.04
33.5812,0.13
33.5838,0.13
33.5863,0.04
33.5887,0.13
33.5913,-0.05
33.5938,-0.05
33.5962,-0.05
33.5988,-0.05
33.6012,-0.05
33.6037,-0.05
33.6063,-0.05
33.6087,-0.05
33.6113,-0.13
33.6138,-0.13
33.6162,-0.13
33.6188,-0.13
33.6213,-0.13
33.6237,-0.13
33.6263,-0.05
33.6287,-0.05
33.6312,-0.05
33.6338,-0.05
33.6362,-0.05
33.6387,-0.05
33.6413,-0.13
33.6437,-0.05
33.6463,-0.05
33.6488,-0.05
33.6512,-0.05
33.6538,-0.13
33.6563,-0.13
33.6587,-0.05
33.6613,-0.05
33.6637,-0.13
33.6662,-0.05
33.6688,-0.05
33.6712,-0.05
33.6738,-0.05
33.6763,-0.05
33.6787,-0.13
33.6813,-0.13
33.6838,-0.13
33.6862,-0.22
33.6888,-0.22
33.6912,-0.13
33.6937,-0.13
33.6963,-0.13
33.6987,-0.05
33.7012,-0.05
33.7038,-0.05
33.7062,-0.05
33.7088,-0.05
33.7113,0.04
33.7137,-0.05
33.7163,0.04
33.7188,0.13
33.7212,0.13
33.7238,0.13
33.7262,0.04
33.7287,0.13
33.7313,0.13
33.7337,0.04
33.7363,0.04
33.7388,-0.05
33.7412,-0.05
33.7438,-0.05
33.7463,-0.05
33.7487,-0.05
33.7513,-0.13
33.7537,-0.05
33.7562,-0.05
33.7588,-0.05
33.7612,-0.05
33.7637,-0.13
33.7663,-0.05
33.7687,-0.13
33.7713,-0.05
33.7738,-0.05
33.7762,-0.05
33.7788,-0.13
33.7813,-0.13
33.7837,-0.13
33.7863,-0.13
33.7887,-0.22
33.7912,-0.13
33.7938,-0.13
33.7962,-0.13
33.7988,-0.13
33.8013,-0.13
33.8037,-0.13
33.8063,-0.13
33.8088,-0.13
33.8112,-0.13
33.8138,-0.13
33.8162,-0.05
33.8187,-0.05
33.8213,-0.05
33.8237,-0.05
33.8262,-0.05
33.8288,-0.05
33.8312,0.04
33.8338,0.04
33.8363,-0.05
33.8387,-0.05
33.8413,-0.05
33.8438,-0.05
33.8462,-0.05
33.8488,-0.13
33.8512,-0.13
33.8537,-0.13
33.8563,-0.13
33.8587,-0.22
33.8613,-0.22
33.8638,-0.22
33.8662,-0.13
33.8688,-0.13
33.8713,-0.13
33.8737,-0.13
33.8763,-0.13
33.8787,-0.13
33.8812,-0.13
33.8838,-0.13
33.8862,-0.13
33.8887,-0.13
33.8913,-0.05
33.8937,-0.13
33.8963,-0.05
33.8988,-0.05
33.9012,-0.05
33.9038,-0.05
33.9063,-0.05
33.9087,-0.05
33.9113,-0.13
33.9137,-0.13
33.9162,-0.05
33.9188,-0.05
33.9212,-0.05
33.9238,-0.05
33.9263,-0.05
33.9287,0.04
33.9313,0.04
33.9338,0.04
33.9362,0.04
33.9388,-0.05
33.9412,0.04
33.9437,0.04
33.9463,-0.05
33.9487,-0.05
33.9512,-0.05
33.9538,-0.05
33.9562,-0.05
33.9588,-0.13
33.9613,-0.13
33.9637,-0.13
33.9663,-0.13
33.9688,-0.05
33.9712,-0.05
33.9738,-0.05
33.9762,-0.05
33.9787,-0.05
33.9813,-0.13
33.9837,-0.05
33.9863,-0.05
33.9888,-0.05
33.9912,-0.13
33.9938,-0.13
33.9963,-0.13
33.9987,-0.13
34.0013,-0.13
34.0037,-0.13
34.0062,-0.05
34.0088,-0.13
34.0112,-0.13
34.0137,-0.13
34.0163,-0.13
34.0187,-0.13
34.0213,-0.13
34.0238,-0.13
34.0262,-0.13
34.0288,-0.13
34.0313,-0.13
34.0337,-0.13
34.0363,-0.13
34.0387,-0.13
34.0412,-0.13
34.0438,-0.13
34.0462,-0.13
34.0488,-0.05
34.0513,-0.05
34.0537,-0.05
34.0563,-0.05
34.0588,0.04
34.0612,0.04
34.0638,0.04
34.0662,0.04
34.0687,0.04
34.0713,0.04
34.0737,0.04
34.0762,-0.05
34.0788,-0.05
34.0812,-0.05
34.0838,-0.05
34.0863,-0.05
34.0887,-0.05
34.0913,-0.05
34.0938,-0.05
34.0962,-0.05
34.0988,-0.05
34.1012,-0.05
34.1037,-0.05
34.1063,0.04
34.1087,0.04
34.1113,0.04
34.1138,-0.05
34.1162,0.04
34.1188,0.04
34.1213,0.04
34.1237,0.04
34.1263,0.04
34.1287,0.04
34.1312,-0.05
34.1338,-0.13
34.1362,-0.05
34.1387,-0.13
34.1413,-0.13
34.1437,-0.05
34.1463,-0.13
34.1488,-0.05
34.1512,-0.05
34.1538,-0.13
34.1563,-0.13
34.1587,-0.13
34.1613,-0.13
34.1637,-0.13
34.1662,-0.05
34.1688,-0.05
34.1712,-0.05
34.1738,-0.13
34.1763,-0.05
34.1787,-0.05
34.1813,-0.05
34.1838,-0.05
34.1862,-0.13
34.1888,-0.05
34.1912,-0.05
34.1937,-0.05
34.1963,-0.05
34.1987,-0.05
34.2012,-0.05
34.2038,0.04
34.2062,0.04
34.2088,0.04
34.2113,-0.05
34.2137,-0.05
34.2163,-0.05
34.2188,-0.05
34.2212,-0.05
34.2238,0.04
34.2262,-0.05
34.2287,-0.05
34.2313,-0.05
34.2337,-0.05
34.2363,-0.05
34.2388,-0.05
34.2412,-0.05
34.2438,0.04
34.2463,0.04
34.2487,-0.05
34.2513,-0.05
34.2537,-0.05
34.2562,-0.05
34.2588,-0.05
34.2612,-0.13
34.2637,-0.05
34.2663,-0.05
34.2687,-0.05
34.2713,-0.05
34.2738,-0.05
34.2762,-0.13
34.2788,-0.13
34.2813,-0.05
34.2837,-0.05
34.2863,-0.05
34.2887,-0.05
34.2912,-0.05
34.2938,-0.13
34.2962,-0.05
34.2988,-0.13
34.3013,-0.13
34.3037,-0.13
34.3063,-0.13
34.3088,-0.13
34.3112,-0.13
34.3138,-0.13
34.3162,-0.13
34.3187,-0.13
34.3213,-0.13
34.3237,-0.13
34.3262,-0.05
34.3288,-0.13
34.3312,-0.13
34.3338,-0.22
34.3363,-0.13
34.3387,-0.13
34.3413,-0.13
34.3438,-0.13
34.3462,-0.05
34.3488,-0.13
34.3512,-0.13
34.3537,-0.13
34.3563,-0.13
34.3587,-0.13
34.3613,-0.05
34.3638,-0.13
34.3662,-0.05
34.3688,-0.05
34.3713,-0.05
34.3737,-0.13
34.3763,-0.05
34.3787,-0.05
34.3812,-0.13
34.3838,-0.13
34.3862,-0.13
34.3887,-0.13
34.3913,-0.13
34.3937,-0.05
34.3963,-0.13
34.3988,-0.05
34.4012,-0.05
34.4038,-0.05
34.4063,-0.05
34.4087,-0.05
34.4113,-0.05
34.4137,-0.05
34.4162,-0.05
34.4188,-0.05
34.4212,-0.05
34.4238,-0.05
34.4263,-0.13
34.4287,-0.13
34.4313,-0.13
34.4338,-0.05
34.4362,0.04
34.4388,0.04
34.4412,-0.05
34.4437,-0.05
34.4463,-0.05
34.4487,-0.13
34.4512,-0.13
34.4538,-0.13
34.4562,-0.13
34.4588,-0.13
34.4613,-0.13
34.4637,-0.13
34.4663,-0.13
34.4688,-0.13
34.4712,-0.13
34.4738,-0.05
34.4762,-0.05
34.4787,-0.05
34.4813,0.04
34.4837,0.04
34.4863,-0.05
34.4888,-0.05
34.4912,0.04
34.4938,0.04
34.4963,0.04
34.4987,-0.05
34.5013,-0.05
34.5037,-0.05
34.5062,-0.05
34.5088,-0.05
34.5112,-0.13
34.5137,-0.13
34.5163,-0.13
34.5187,-0.13
34.5213,-0.13
34.5238,-0.05
34.5262,-0.13
34.5288,-0.05
34.5313,-0.05
34.5337,-0.13
34.5363,-0.13
34.5387,-0.13
34.5412,-0.13
34.5438,-0.05
34.5462,-0.05
34.5488,-0.05
34.5513,0.04
34.5537,0.04
34.5563,-0.05
34.5588,-0.05
34.5612,-0.05
34.5638,0.04
34.5662,-0.05
34.5687,0.04
34.5713,0.04
34.5737,0.04
34.5762,0.04
34.5788,0.04
34.5812,0.04
34.5838,0.04
34.5863,-0.05
34.5887,-0.05
34.5913,-0.05
34.5938,-0.05
34.5962,-0.05
34.5988,-0.05
34.6012,-0.13
34.6037,-0.13
34.6063,-0.05
34.6087,-0.05
34.6113,-0.05
34.6138,-0.05
34.6162,-0.05
34.6188,-0.05
34.6213,-0.05
34.6237,-0.13
34.6263,-0.13
34.6287,-0.05
34.6312,-0.13
34.6338,-0.05
34.6362,-0.05
34.6387,0.04
34.6413,-0.05
34.6437,0.04
34.6463,0.04
34.6488,-0.05
34.6512,-0.05
34.6538,-0.05
34.6563,-0.05
34.6587,0.04
34.6613,0.04
34.6637,-0.05
34.6662,-0.05
34.6688,-0.05
34.6712,-0.05
34.6738,-0.05
34.6763,-0.05
34.6787,-0.05
34.6813,-0.05
34.6838,-0.05
34.6862,-0.05
34.6888,-0.05
34.6912,-0.05
34.6937,-0.05
34.6963,-0.05
34.6987,-0.13
34.7012,-0.13
34.7038,-0.05
34.7062,-0.13
34.7088,-0.13
34.7113,-0.13
34.7137,-0.05
34.7163,-0.05
34.7188,-0.05
34.7212,-0.05
34.7238,-0.05
34.7262,-0.05
34.7287,0.04
34.7313,-0.05
34.7337,-0.05
34.7363,-0.13
34.7388,-0.05
34.7412,-0.05
34.7438,-0.05
34.7463,-0.05
34.7487,-0.05
34.7513,-0.05
34.7537,-0.05
34.7562,-0.05
34.7588,-0.05
34.7612,-0.05
34.7637,-0.05
34.7663,-0.05
34.7687,-0.05
34.7713,-0.05
34.7738,0.04
34.7762,0.04
34.7788,0.04
34.7813,-0.05
34.7837,-0.05
34.7863,-0.05
34.7887,-0.05
34.7912,-0.05
34.7938,-0.05
34.7962,-0.05
34.7988,-0.13
34.8013,-0.05
34.8037,-0.05
34.8063,-0.05
34.8088,-0.05
34.8112,-0.05
34.8138,-0.05
34.8162,-0.05
34.8187,-0.05
34.8213,-0.05
34.8237,-0.05
34.8262,-0.05
34.8288,-0.05
34.8312,-0.05
34.8338,-0.05
34.8363,-0.05
34.8387,-0.13
34.8413,-0.13
34.8438,-0.13
34.8462,-0.13
34.8488,-0.13
34.8512,-0.13
34.8537,-0.05
34.8563,-0.05
34.8587,-0.05
34.8613,-0.05
34.8638,-0.13
34.8662,-0.13
34.8688,-0.05
34.8713,-0.13
34.8737,-0.13
34.8763,-0.13
34.8787,-0.13
34.8812,-0.22
34.8838,-0.13
34.8862,-0.13
34.8887,-0.13
34.8913,-0.05
34.8937,-0.05
34.8963,-0.05
34.8988,-0.05
34.9012,-0.05
34.9038,-0.05
34.9063,-0.13
34.9087,-0.13
34.9113,-0.13
34.9137,-0.13
34.9162,-0.13
34.9188,-0.05
34.9212,-0.05
34.9238,-0.05
34.9263,-0.05
34.9287,-0.05
34.9313,-0.05
34.9338,-0.05
34.9362,-0.05
34.9388,-0.05
34.9412,-0.05
34.9437,-0.05
34.9463,-0.13
34.9487,-0.05
34.9512,-0.05
34.9538,-0.05
34.9562,-0.05
34.9588,-0.05
34.9613,-0.05
34.9637,-0.05
34.9663,-0.05
34.9688,-0.05
34.9712,-0.05
34.9738,-0.05
34.9762,-0.05
34.9787,-0.13
34.9813,-0.13
34.9837,-0.13
34.9863,-0.05
34.9888,-0.05
34.9912,-0.05
34.9938,-0.05
34.9963,-0.05
34.9987,-0.05
35.0013,-0.05
35.0037,0.04
35.0062,0.04
35.0088,0.04
35.0112,0.04
35.0137,-0.05
35.0163,0.04
35.0187,0.04
35.0213,0.04
35.0238,-0.05
35.0262,-0.05
35.0288,-0.05
35.0313,-0.05
35.0337,-0.05
